0.3	-0.88	-1.2	3.19	0
1.08	1.06	0.0	1.68	1
0.86	0.86	-0.04	1.861	0
0.08	-1.14	-1.66	3.205	1
0.02	-0.2	-0.56	0.364	1
0.64	0.36	-0.92	4.73	0
0.14	0.02	-0.48	2.41	0
0.3	0.06	-0.52	2.745	0
0.9	0.8	-0.36	1.791	1
1.7	0.78	-0.72	4.393	1
0.2	-0.3	-0.6	2.22	0
0.18	-0.12	-0.62	2.202	0
0.36	-0.48	-0.58	1.588	0
0.12	0.12	-0.26	0.283	0
0.12	-0.82	-1.1	5.218	1
0.08	-0.02	-0.26	1.122	1
0.8	-2.58	-2.58	3.921	0
0.48	-0.26	-0.84	2.36	0
1.64	1.62	-0.98	2.927	0
1.32	0.36	-0.32	1.88	0
0.18	-0.62	-0.68	1.497	1
0.28	-0.9	-1.24	2.471	0
0.18	-0.48	-0.48	0.093	1
0.78	0.32	-0.3	4.292	1
0.72	0.26	-0.1	1.83	0
0.42	0.42	-0.18	2.006	0
0.64	-0.24	-0.36	1.863	0
0.26	-1.2	-1.8	5.592	1
0.24	-0.14	-0.4	2.591	0
0.22	-0.3	-0.84	2.959	0
1.04	0.06	-0.22	2.82	1
0.82	-0.14	-0.16	0.379	1
1.72	0.72	0.0	8.244	0
0.48	0.04	-0.14	1.409	0
0.22	-0.48	-0.86	2.662	1
0.74	0.64	-0.02	3.086	0
0.86	-0.1	-0.18	3.208	0
0.0	-0.54	-0.64	2.347	0
0.48	0.18	-0.18	3.392	0
0.34	-0.92	-1.02	2.351	0
0.08	-0.1	-0.14	0.265	1
0.68	0.36	-0.18	1.845	1
0.66	0.5	-0.04	1.399	1
0.7	0.64	-0.2	1.553	0
0.84	0.58	0.0	1.486	0
0.44	0.3	-0.7	2.999	1
0.28	-1.16	-1.3	3.044	1
0.9	0.74	0.0	7.401	1
0.68	-0.74	-0.92	2.266	1
0.0	-0.04	-0.26	0.094	0
0.62	0.28	-0.52	4.29	0
0.2	-0.76	-1.1	3.851	0
0.26	-0.38	-0.7	2.422	0
0.04	-0.9	-1.02	1.189	0
0.66	0.18	-1.86	6.372	0
1.68	0.7	-0.16	3.472	1
0.12	-1.82	-2.2	3.382	1
0.94	0.14	-1.0	3.74	1
0.0	-1.2	-1.2	0.287	1
0.34	0.04	-0.56	2.006	0
0.52	0.28	-0.26	1.917	1
0.0	-0.66	-0.76	2.531	0
0.0	-0.56	-1.22	0.748	1
0.62	-0.74	-1.4	5.695	0
0.26	0.0	-0.44	3.156	1
0.1	-0.62	-0.94	3.059	1
0.42	0.26	-0.5	5.436	1
0.4	0.4	0.0	0.144	0
1.44	0.9	-0.18	4.261	1
1.52	0.76	-0.54	5.559	1
0.2	-2.42	-2.66	4.329	0
0.56	-0.66	-0.74	0.828	1
1.4	0.66	-0.6	3.076	0
0.88	0.88	-0.06	1.706	1
0.12	-0.92	-0.92	2.154	1
0.32	-0.56	-0.78	2.071	1
0.18	0.18	-0.22	0.099	0
1.66	1.18	-0.08	2.978	1
0.0	-0.24	-0.68	1.107	0
1.12	0.36	-0.16	2.53	1
3.08	2.76	-0.2	1.175	1
1.54	0.74	-0.4	5.719	0
0.0	-0.16	-0.94	3.35	1
0.2	-0.86	-1.1	2.305	0
1.0	0.88	0.0	1.562	1
0.44	0.44	-0.08	0.083	0
0.1	-1.2	-1.96	2.547	0
0.24	-0.16	-0.56	1.193	1
0.84	0.68	-0.46	1.465	0
0.5	-1.12	-1.7	0.942	1
0.18	-0.94	-1.18	2.278	0
0.34	-0.4	-0.58	1.83	0
0.46	-0.08	-0.38	1.941	1
0.22	0.12	-0.7	1.973	0
0.36	0.36	-0.04	0.128	0
0.76	0.62	-0.22	1.139	1
0.04	-0.82	-0.86	2.701	1
0.98	-0.92	-0.92	1.692	1
0.18	0.06	-0.84	0.995	1
0.84	0.4	-0.46	1.916	0
1.04	0.7	-0.38	3.094	0
0.68	0.4	-0.22	1.644	1
1.04	0.12	-0.28	2.285	0
0.08	-0.5	-0.5	0.16	0
0.12	-0.54	-0.66	1.561	0
0.36	0.28	-0.38	2.052	1
1.44	0.22	-0.46	2.083	0
0.0	-0.22	-1.74	1.071	1
1.04	-0.64	-0.88	2.848	1
0.88	0.84	-0.38	1.783	0
0.22	-0.26	-0.6	1.795	1
0.06	-0.64	-1.1	2.137	0
0.38	0.38	-0.16	0.135	1
1.0	0.94	-0.24	1.376	0
0.26	-0.8	-0.8	0.828	1
0.28	-2.56	-2.66	4.367	1
1.5	0.76	0.0	0.998	1
0.32	-1.76	-2.0	3.312	0
0.4	0.06	-0.16	1.466	1
0.22	-0.86	-0.9	1.744	1
